"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
"Gruppe H";"Do. 31.08.2017";"20:45";"H";"";"Gibraltar";"3-4-2-1";"24.050";"9:0";"WM-Qualifikation Europa";"belgien"
"Gruppe H";"So. 03.09.2017";"20:45";"A";"";"Griechenland";"3-4-2-1";"29.465";"1:2";"WM-Qualifikation Europa";"belgien"
"Gruppe H";"Sa. 07.10.2017";"18:00";"A";"";"Bosnien-Herzegowina";"3-4-2-1";"9.657";"3:4";"WM-Qualifikation Europa";"belgien"
"Gruppe H";"Di. 10.10.2017";"20:45";"H";"";"Zypern";"3-4-2-1";"37.765";"4:0";"WM-Qualifikation Europa";"belgien"
"Gruppe E";"Mi. 24.03.2021";"20:45";"H";"";"Wales";"3-4-2-1";"x";"3:1";"WM-Qualifikation Europa";"belgien"
"Gruppe E";"Sa. 27.03.2021";"20:45";"A";"";"Tschechien";"3-4-2-1";"x";"1:1";"WM-Qualifikation Europa";"belgien"
"Gruppe E";"Di. 30.03.2021";"20:45";"H";"";"Belarus";"3-4-3 flach";"x";"8:0";"WM-Qualifikation Europa";"belgien"
"Gruppe E";"Do. 02.09.2021";"20:45";"A";"";"Estland";"3-4-2-1";"6.685";"2:5";"WM-Qualifikation Europa";"belgien"
"Gruppe E";"So. 05.09.2021";"20:45";"H";"";"Tschechien";"3-4-2-1";"";"3:0";"WM-Qualifikation Europa";"belgien"
"Gruppe E";"Mi. 08.09.2021";"20:45";"A";"";"Belarus";"3-4-3 flach";"x";"0:1";"WM-Qualifikation Europa";"belgien"
"Gruppe E";"Sa. 13.11.2021";"20:45";"H";"";"Estland";"3-4-2-1";"29.865";"3:1";"WM-Qualifikation Europa";"belgien"
"Gruppe E";"Di. 16.11.2021";"20:45";"A";"";"Wales";"3-4-1-2";"32.270";"1:1";"WM-Qualifikation Europa";"belgien"
"Gruppe B";"Sa. 08.09.2012";"20:15";"H";"";"Tschechien";"4-3-3 defensiv";"24.004";"0:0";"WM-Qualifikation Europa";"danemark"
"Gruppe B";"Fr. 12.10.2012";"20:00";"A";"";"Bulgarien";"4-2-3-1";"20.780";"1:1";"WM-Qualifikation Europa";"danemark"
"Gruppe B";"Di. 16.10.2012";"20:45";"A";"";"Italien";"4-2-3-1";"37.027";"3:1";"WM-Qualifikation Europa";"danemark"
"Gruppe B";"Fr. 22.03.2013";"20:30";"A";"";"Tschechien";"4-2-3-1";"12.288";"0:3";"WM-Qualifikation Europa";"danemark"
"Gruppe B";"Di. 26.03.2013";"20:15";"H";"";"Bulgarien";"4-2-3-1";"22.357";"1:1";"WM-Qualifikation Europa";"danemark"
"Gruppe B";"Di. 11.06.2013";"20:15";"H";"";"Armenien";"4-2-3-1";"14.284";"0:4";"WM-Qualifikation Europa";"danemark"
"Gruppe B";"Fr. 06.09.2013";"20:00";"A";"";"Malta";"4-3-3 defensiv";"5.576";"1:2";"WM-Qualifikation Europa";"danemark"
"Gruppe B";"Di. 10.09.2013";"18:00";"A";"";"Armenien";"4-3-3 defensiv";"23.000";"0:1";"WM-Qualifikation Europa";"danemark"
"Gruppe B";"Fr. 11.10.2013";"20:15";"H";"";"Italien";"4-2-3-1";"35.305";"2:2";"WM-Qualifikation Europa";"danemark"
"Gruppe B";"Di. 15.10.2013";"20:15";"H";"";"Malta";"4-3-3 defensiv";"11.479";"6:0";"WM-Qualifikation Europa";"danemark"
"Gruppe E";"So. 04.09.2016";"18:00";"H";"";"Armenien";"3-5-2";"21.795";"1:0";"WM-Qualifikation Europa";"danemark"
"Gruppe E";"Sa. 08.10.2016";"20:45";"A";"";"Polen";"3-5-2";"56.811";"3:2";"WM-Qualifikation Europa";"danemark"
"Gruppe E";"Di. 11.10.2016";"20:45";"H";"";"Montenegro";"3-5-2";"20.582";"0:1";"WM-Qualifikation Europa";"danemark"
"Gruppe E";"Fr. 11.11.2016";"20:45";"H";"";"Kasachstan";"4-3-3 defensiv";"18.901";"4:1";"WM-Qualifikation Europa";"danemark"
"Gruppe E";"So. 26.03.2017";"20:45";"A";"";"Rumänien";"5-3-2";"26.895";"0:0";"WM-Qualifikation Europa";"danemark"
"Gruppe E";"Sa. 10.06.2017";"18:00";"A";"";"Kasachstan";"4-2-3-1";"19.165";"1:3";"WM-Qualifikation Europa";"danemark"
"Gruppe E";"Fr. 01.09.2017";"20:45";"H";"";"Polen";"4-2-3-1";"34.570";"4:0";"WM-Qualifikation Europa";"danemark"
"Gruppe E";"Mo. 04.09.2017";"18:00";"A";"";"Armenien";"4-2-3-1";"6.800";"1:4";"WM-Qualifikation Europa";"danemark"
"Gruppe E";"Do. 05.10.2017";"20:45";"A";"";"Montenegro";"4-2-3-1";"10.779";"0:1";"WM-Qualifikation Europa";"danemark"
"Gruppe E";"So. 08.10.2017";"18:00";"H";"";"Rumänien";"4-2-3-1";"36.084";"1:1";"WM-Qualifikation Europa";"danemark"
"Gruppe F";"Do. 25.03.2021";"18:00";"A";"";"Israel";"4-2-3-1";"5.000";"0:2";"WM-Qualifikation Europa";"danemark"
"Gruppe F";"So. 28.03.2021";"18:00";"H";"";"Moldawien";"4-3-3 offensiv";"x";"8:0";"WM-Qualifikation Europa";"danemark"
"Gruppe F";"Mi. 31.03.2021";"20:45";"A";"";"Österreich";"4-3-3 offensiv";"";"0:4";"WM-Qualifikation Europa";"danemark"
"Gruppe F";"Mi. 01.09.2021";"20:45";"H";"";"Schottland";"3-4-3 flach";"34.562";"2:0";"WM-Qualifikation Europa";"danemark"
"Gruppe F";"Sa. 04.09.2021";"20:45";"A";"";"Färöer";"4-3-3 offensiv";"";"0:1";"WM-Qualifikation Europa";"danemark"
"Gruppe F";"Di. 07.09.2021";"20:45";"H";"";"Israel";"3-4-3 flach";"35.158";"5:0";"WM-Qualifikation Europa";"danemark"
"Gruppe F";"Sa. 09.10.2021";"20:45";"A";"";"Moldawien";"4-3-3 offensiv";"2.642";"0:4";"WM-Qualifikation Europa";"danemark"
"Gruppe F";"Di. 12.10.2021";"20:45";"H";"";"Österreich";"3-4-3 flach";"35.843";"1:0";"WM-Qualifikation Europa";"danemark"
"Gruppe F";"Fr. 12.11.2021";"20:45";"H";"";"Färöer";"4-3-3 defensiv";"35.531";"3:1";"WM-Qualifikation Europa";"danemark"
"Gruppe F";"Mo. 15.11.2021";"20:45";"A";"";"Schottland";"3-4-3 flach";"";"2:0";"WM-Qualifikation Europa";"danemark"
"Gruppe H";"Fr. 07.09.2012";"20:30";"A";"";"Montenegro";"4-2-3-1";"12.000";"2:2";"WM-Qualifikation Europa";"polen"
"Gruppe H";"Di. 11.09.2012";"20:45";"H";"";"Moldawien";"4-4-2 doppel 6";"26.145";"2:0";"WM-Qualifikation Europa";"polen"
"Gruppe H";"Mi. 17.10.2012";"17:00";"H";"";"England";"4-5-1";"47.000";"1:1";"WM-Qualifikation Europa";"polen"
"Gruppe H";"Fr. 22.03.2013";"20:45";"H";"";"Ukraine";"4-2-3-1";"55.565";"1:3";"WM-Qualifikation Europa";"polen"
"Gruppe H";"Di. 26.03.2013";"20:45";"H";"";"San Marino";"4-4-2 doppel 6";"43.008";"5:0";"WM-Qualifikation Europa";"polen"
"Gruppe H";"Fr. 07.06.2013";"20:15";"A";"";"Moldawien";"4-2-3-1";"10.500";"1:1";"WM-Qualifikation Europa";"polen"
"Gruppe H";"Fr. 06.09.2013";"20:45";"H";"";"Montenegro";"4-2-3-1";"45.652";"1:1";"WM-Qualifikation Europa";"polen"
"Gruppe H";"Di. 10.09.2013";"20:45";"A";"";"San Marino";"4-2-3-1";"1.597";"1:5";"WM-Qualifikation Europa";"polen"
"Gruppe H";"Fr. 11.10.2013";"20:00";"A";"";"Ukraine";"4-2-3-1";"39.136";"1:0";"WM-Qualifikation Europa";"polen"
"Gruppe H";"Di. 15.10.2013";"21:00";"A";"";"England";"4-2-3-1";"85.186";"2:0";"WM-Qualifikation Europa";"polen"
"Gruppe E";"So. 04.09.2016";"18:00";"A";"";"Kasachstan";"4-4-2 doppel 6";"19.905";"2:2";"WM-Qualifikation Europa";"polen"
"Gruppe E";"Sa. 08.10.2016";"20:45";"H";"";"Dänemark";"4-4-2 doppel 6";"56.811";"3:2";"WM-Qualifikation Europa";"polen"
"Gruppe E";"Di. 11.10.2016";"20:45";"H";"";"Armenien";"4-4-2 doppel 6";"44.786";"2:1";"WM-Qualifikation Europa";"polen"
"Gruppe E";"Fr. 11.11.2016";"20:45";"A";"";"Rumänien";"4-1-4-1";"48.531";"0:3";"WM-Qualifikation Europa";"polen"
"Gruppe E";"So. 26.03.2017";"20:45";"A";"";"Montenegro";"4-2-3-1";"10.439";"1:2";"WM-Qualifikation Europa";"polen"
"Gruppe E";"Sa. 10.06.2017";"20:45";"H";"";"Rumänien";"4-2-3-1";"57.128";"3:1";"WM-Qualifikation Europa";"polen"
"Gruppe E";"Fr. 01.09.2017";"20:45";"A";"";"Dänemark";"4-4-1-1";"34.570";"4:0";"WM-Qualifikation Europa";"polen"
"Gruppe E";"Mo. 04.09.2017";"20:45";"H";"";"Kasachstan";"4-4-2 doppel 6";"56.963";"3:0";"WM-Qualifikation Europa";"polen"
"Gruppe E";"Do. 05.10.2017";"18:00";"A";"";"Armenien";"4-2-3-1";"5.478";"1:6";"WM-Qualifikation Europa";"polen"
"Gruppe E";"So. 08.10.2017";"18:00";"H";"";"Montenegro";"4-4-1-1";"57.538";"4:2";"WM-Qualifikation Europa";"polen"
"Gruppe I";"Do. 25.03.2021";"20:45";"A";"";"Ungarn";"3-5-2 flach";"x";"3:3";"WM-Qualifikation Europa";"polen"
"Gruppe I";"So. 28.03.2021";"20:45";"H";"";"Andorra";"4-4-2 Raute";"x";"3:0";"WM-Qualifikation Europa";"polen"
"Gruppe I";"Mi. 31.03.2021";"20:45";"A";"";"England";"3-5-2 flach";"x";"2:1";"WM-Qualifikation Europa";"polen"
"Gruppe I";"Do. 02.09.2021";"20:45";"H";"";"Albanien";"4-4-2 doppel 6";"38.254";"4:1";"WM-Qualifikation Europa";"polen"
"Gruppe I";"So. 05.09.2021";"20:45";"A";"";"San Marino";"3-5-2 flach";"500";"1:7";"WM-Qualifikation Europa";"polen"
"Gruppe I";"Mi. 08.09.2021";"20:45";"H";"";"England";"3-5-2 flach";"56.212";"1:1";"WM-Qualifikation Europa";"polen"
"Gruppe I";"Sa. 09.10.2021";"20:45";"H";"";"San Marino";"3-5-2 flach";"56.128";"5:0";"WM-Qualifikation Europa";"polen"
"Gruppe I";"Di. 12.10.2021";"20:45";"A";"";"Albanien";"3-5-2";"21.000";"0:1";"WM-Qualifikation Europa";"polen"
"Gruppe I";"Fr. 12.11.2021";"20:45";"A";"";"Andorra";"3-4-1-2";"1.049";"1:4";"WM-Qualifikation Europa";"polen"
"Gruppe I";"Mo. 15.11.2021";"20:45";"H";"";"Ungarn";"3-5-2";"56.197";"1:2";"WM-Qualifikation Europa";"polen"
"Gruppe E";"Fr. 07.09.2012";"20:30";"A";"";"Slowenien";"4-2-3-1";"14.000";"0:2";"WM-Qualifikation Europa";"schweiz"
"Gruppe E";"Di. 11.09.2012";"20:30";"H";"";"Albanien";"4-2-3-1";"16.500";"2:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe E";"Fr. 12.10.2012";"20:30";"H";"";"Norwegen";"4-2-3-1";"30.172";"1:1";"WM-Qualifikation Europa";"schweiz"
"Gruppe E";"Di. 16.10.2012";"20:30";"A";"";"Island";"4-2-3-1";"8.369";"0:2";"WM-Qualifikation Europa";"schweiz"
"Gruppe E";"Sa. 23.03.2013";"17:30";"A";"";"Zypern";"4-2-3-1";"2.045";"0:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe E";"Sa. 08.06.2013";"17:30";"H";"";"Zypern";"4-4-2 doppel 6";"16.900";"1:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe E";"Fr. 06.09.2013";"20:30";"H";"";"Island";"4-2-3-1";"26.000";"4:4";"WM-Qualifikation Europa";"schweiz"
"Gruppe E";"Di. 10.09.2013";"19:00";"A";"";"Norwegen";"4-2-3-1";"16.631";"0:2";"WM-Qualifikation Europa";"schweiz"
"Gruppe E";"Fr. 11.10.2013";"20:30";"A";"";"Albanien";"4-2-3-1";"14.000";"1:2";"WM-Qualifikation Europa";"schweiz"
"Gruppe E";"Di. 15.10.2013";"20:00";"H";"";"Slowenien";"4-2-3-1";"22.014";"1:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe B";"Di. 06.09.2016";"20:45";"H";"";"Portugal";"4-2-3-1";"36.000";"2:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe B";"Fr. 07.10.2016";"20:45";"A";"";"Ungarn";"4-2-3-1";"21.546";"2:3";"WM-Qualifikation Europa";"schweiz"
"Gruppe B";"Mo. 10.10.2016";"20:45";"A";"";"Andorra";"4-2-3-1";"2.014";"1:2";"WM-Qualifikation Europa";"schweiz"
"Gruppe B";"So. 13.11.2016";"18:00";"H";"";"Färöer";"4-2-3-1";"14.500";"2:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe B";"Sa. 25.03.2017";"18:00";"H";"";"Lettland";"4-2-3-1";"25.000";"1:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe B";"Fr. 09.06.2017";"20:45";"A";"";"Färöer";"4-3-3 offensiv";"4.593";"0:2";"WM-Qualifikation Europa";"schweiz"
"Gruppe B";"Do. 31.08.2017";"20:45";"H";"";"Andorra";"4-2-3-1";"13.600";"3:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe B";"So. 03.09.2017";"20:45";"A";"";"Lettland";"4-2-3-1";"7.587";"0:3";"WM-Qualifikation Europa";"schweiz"
"Gruppe B";"Sa. 07.10.2017";"20:45";"H";"";"Ungarn";"4-2-3-1";"32.018";"5:2";"WM-Qualifikation Europa";"schweiz"
"Gruppe B";"Di. 10.10.2017";"20:45";"A";"";"Portugal";"4-2-3-1";"61.566";"2:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe C";"Do. 25.03.2021";"18:00";"A";"";"Bulgarien";"3-4-1-2";"x";"1:3";"WM-Qualifikation Europa";"schweiz"
"Gruppe C";"So. 28.03.2021";"20:45";"H";"";"Litauen";"4-4-2 doppel 6";"x";"1:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe C";"So. 05.09.2021";"20:45";"H";"";"Italien";"4-3-2-1";"31.500";"0:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe C";"Mi. 08.09.2021";"20:45";"A";"";"Nordirland";"4-3-2-1";"15.660";"0:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe C";"Sa. 09.10.2021";"20:45";"H";"";"Nordirland";"4-2-3-1";"19.129";"2:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe C";"Di. 12.10.2021";"20:45";"A";"";"Litauen";"4-2-3-1";"1.806";"0:4";"WM-Qualifikation Europa";"schweiz"
"Gruppe C";"Fr. 12.11.2021";"20:45";"A";"";"Italien";"4-2-3-1";"45.699";"1:1";"WM-Qualifikation Europa";"schweiz"
"Gruppe C";"Mo. 15.11.2021";"20:45";"H";"";"Bulgarien";"4-2-3-1";"14.333";"4:0";"WM-Qualifikation Europa";"schweiz"
"Gruppe A";"Fr. 07.09.2012";"20:45";"H";"";"Belgien";"4-4-2 Raute";"20.156";"0:2";"WM-Qualifikation Europa";"wales"
"Gruppe A";"Di. 11.09.2012";"20:30";"A";"";"Serbien";"4-4-2";"10.660";"6:1";"WM-Qualifikation Europa";"wales"
"Gruppe A";"Fr. 12.10.2012";"20:45";"H";"";"Schottland";"4-1-4-1";"23.249";"2:1";"WM-Qualifikation Europa";"wales"
"Gruppe A";"Di. 16.10.2012";"20:00";"A";"";"Kroatien";"4-5-1 flach";"19.500";"2:0";"WM-Qualifikation Europa";"wales"
"Gruppe A";"Fr. 22.03.2013";"21:00";"A";"";"Schottland";"4-2-3-1";"39.365";"1:2";"WM-Qualifikation Europa";"wales"
"Gruppe A";"Di. 26.03.2013";"20:45";"H";"";"Kroatien";"4-4-2 Raute";"12.534";"1:2";"WM-Qualifikation Europa";"wales"
"Gruppe A";"Fr. 06.09.2013";"19:00";"A";"";"Mazedonien";"4-5-1";"18.000";"2:1";"WM-Qualifikation Europa";"wales"
"Gruppe A";"Di. 10.09.2013";"20:45";"H";"";"Serbien";"4-2-3-1";"10.923";"0:3";"WM-Qualifikation Europa";"wales"
"Gruppe A";"Fr. 11.10.2013";"20:45";"H";"";"Mazedonien";"4-1-4-1";"11.257";"1:0";"WM-Qualifikation Europa";"wales"
"Gruppe A";"Di. 15.10.2013";"21:00";"A";"";"Belgien";"4-2-3-1";"45.401";"1:1";"WM-Qualifikation Europa";"wales"
"Gruppe D";"Mo. 05.09.2016";"20:45";"H";"";"Moldawien";"5-3-2";"31.731";"4:0";"WM-Qualifikation Europa";"wales"
"Gruppe D";"Do. 06.10.2016";"20:45";"A";"";"Österreich";"3-5-2";"44.200";"2:2";"WM-Qualifikation Europa";"wales"
"Gruppe D";"So. 09.10.2016";"18:00";"H";"";"Georgien";"5-3-2";"32.652";"1:1";"WM-Qualifikation Europa";"wales"
"Gruppe D";"Sa. 12.11.2016";"20:45";"H";"";"Serbien";"4-4-2";"32.879";"1:1";"WM-Qualifikation Europa";"wales"
"Gruppe D";"Fr. 24.03.2017";"20:45";"A";"";"Irland";"3-5-2";"49.989";"0:0";"WM-Qualifikation Europa";"wales"
"Gruppe D";"So. 11.06.2017";"20:45";"A";"";"Serbien";"5-4-1 flach";"46.673";"1:1";"WM-Qualifikation Europa";"wales"
"Gruppe D";"Sa. 02.09.2017";"20:45";"H";"";"Österreich";"5-4-1 flach";"33.280";"1:0";"WM-Qualifikation Europa";"wales"
"Gruppe D";"Di. 05.09.2017";"20:45";"A";"";"Moldawien";"4-2-3-1";"10.272";"0:2";"WM-Qualifikation Europa";"wales"
"Gruppe D";"Fr. 06.10.2017";"18:00";"A";"";"Georgien";"4-4-1-1";"22.290";"0:1";"WM-Qualifikation Europa";"wales"
"Gruppe D";"Mo. 09.10.2017";"20:45";"H";"";"Irland";"4-4-1-1";"32.711";"0:1";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Mi. 24.03.2021";"20:45";"A";"";"Belgien";"3-4-3 flach";"x";"3:1";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Di. 30.03.2021";"20:45";"H";"";"Tschechien";"5-4-1 flach";"x";"1:0";"WM-Qualifikation Europa";"wales"
"Gruppe E";"So. 05.09.2021";"15:00";"A";"";"Belarus";"4-2-3-1";"x";"2:3";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Mi. 08.09.2021";"20:45";"H";"";"Estland";"4-2-3-1";"21.624";"0:0";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Fr. 08.10.2021";"20:45";"A";"";"Tschechien";"5-3-2";"16.856";"2:2";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Mo. 11.10.2021";"20:45";"A";"";"Estland";"3-1-4-2";"5.118";"0:1";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Sa. 13.11.2021";"20:45";"H";"";"Belarus";"3-1-4-2";"27.127";"5:1";"WM-Qualifikation Europa";"wales"
"Gruppe E";"Di. 16.11.2021";"20:45";"H";"";"Belgien";"3-4-1-2";"32.270";"1:1";"WM-Qualifikation Europa";"wales"
